9643, くるしみ
4444, 死死死死
4242, 死に死に
931, 臭い
893, やくざ
666, 悪魔の数字
651, むごい
613, むいみ
432, 自殺
427, 死にな
123, 御巣鷹山事故
13, 13日の金曜日やキリスト教のユダ
